flight_number,origin_station_code,destination_station_code,record_locator,scheduled_departure_date,question_text,score,satisfaction_type,driver_sub_group1,driver_sub_group2,arrival_delay_minutes,arrival_delay_group,cabin_code_desc,cabin_name,entity,number_of_legs,seat_factor_band,loyalty_program_level,generation,fleet_type_description,fleet_usage,equipment_type_code,ua_uax,actual_flown_miles,haul_type,departure_gate,arrival_gate,international_domestic_indicator,response_group,media_provider,hub_spoke
18,LHX,EWX,HRXXKN,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-28,Early & Ontime,Business,,Atlantic,1,80+,non-elite,Boomer,B767-300,Mainline,76L,UA,3466,Long,232,B57,International,member,PANASONIC,spoke departure
935,EWX,LHX,H9XXKV,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-17,Early & Ontime,Business,,Atlantic,2,90+,premier platinum,Millennial,B767-300,Mainline,76L,UA,3466,Long,C125,231,International,member,PANASONIC,hub departure
18,LHX,EWX,HRXXKN,9/2/2022,What item did you choose?,seafood entrée,,food & beverage,comp,-28,Early & Ontime,Business,,Atlantic,1,80+,non-elite,Boomer,B767-300,Mainline,76L,UA,3466,Long,232,B57,International,member,PANASONIC,spoke departure
922,LHX,EWX,ESXXPF,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-25,Early & Ontime,Business,,Atlantic,1,80+,premier 1k,Gen X,B767-300,Mainline,76L,UA,3466,Long,231,B63,International,member,PANASONIC,spoke departure
15,EWX,LHX,DXXXE4,9/2/2022,What item did you choose?,beef entrée,,food & beverage,comp,-6,Early & Ontime,Business,,Atlantic,1,90+,non-elite,Millennial,B767-300,Mainline,76L,UA,3466,Long,C128,248,International,member,PANASONIC,hub departure
17,EWX,LHX,K1XXTK,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,14,Delayed,Economy,Economy Plus,Atlantic,2,90+,,Millennial,B767-300,Mainline,76L,UA,3466,Long,C71,246,International,non-member,PANASONIC,hub departure
15,EWX,LHX,DXXXE4,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-6,Early & Ontime,Business,,Atlantic,1,90+,non-elite,Millennial,B767-300,Mainline,76L,UA,3466,Long,C128,248,International,member,PANASONIC,hub departure
15,EWX,LHX,NXXXNS,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-6,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,,Boomer,B767-300,Mainline,76L,UA,3466,Long,C128,248,International,non-member,PANASONIC,hub departure
941,EWX,LHX,H7XX48,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,1,Delayed,Economy,Economy Plus,Atlantic,2,90+,non-elite,Millennial,B767-300,Mainline,76L,UA,3466,Long,C128,211,International,member,PANASONIC,hub departure
884,LHX,EWX,CFXXP5,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-20,Early & Ontime,Business,,Atlantic,1,90+,premier 1k,Gen X,B767-300,Mainline,76L,UA,3466,Long,231,B55,International,member,PANASONIC,spoke departure
15,EWX,LHX,K3XX25,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-6,Early & Ontime,Business,,Atlantic,1,90+,non-elite,Millennial,B767-300,Mainline,76L,UA,3466,Long,C128,248,International,member,PANASONIC,hub departure
922,LHX,EWX,GCXXRS,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-25,Early & Ontime,Economy,Economy,Atlantic,1,80+,non-elite,Gen X,B767-300,Mainline,76L,UA,3466,Long,231,B63,International,member,PANASONIC,spoke departure
941,EWX,LHX,PJXXLQ,9/2/2022,What item did you choose?,beef entrée,,food & beverage,comp,1,Delayed,Business,,Atlantic,1,90+,premier gold,Boomer,B767-300,Mainline,76L,UA,3466,Long,C128,211,International,member,PANASONIC,hub departure
943,IAX,LIX,MNXXWX,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-12,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Gen X,B757-200,Mainline,75S,UA,3592,Long,C19,41,International,member,PANASONIC,hub departure
943,IAX,LIX,MNXXWX,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-12,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Gen X,B757-200,Mainline,75S,UA,3592,Long,C19,41,International,member,PANASONIC,hub departure
944,LIX,IAX,GXXXCC,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-56,Early & Ontime,Economy,Economy,Atlantic,2,90+,,Millennial,B757-200,Mainline,75B,UA,3592,Long,46,C7,International,non-member,PANASONIC,spoke departure
944,LIX,IAX,E9XXZX,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-56,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Gen X,B757-200,Mainline,75B,UA,3592,Long,46,C7,International,member,PANASONIC,spoke departure
943,IAX,LIX,JPXXV0,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-12,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Boomer,B757-200,Mainline,75S,UA,3592,Long,C19,41,International,member,PANASONIC,hub departure
944,LIX,IAX,GXXXCC,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,-56,Early & Ontime,Economy,Economy,Atlantic,2,90+,,Millennial,B757-200,Mainline,75B,UA,3592,Long,46,C7,International,non-member,PANASONIC,spoke departure
944,LIX,IAX,E9XXZX,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-56,Early & Ontime,Economy,Economy,Atlantic,1,90+,non-elite,Gen X,B757-200,Mainline,75B,UA,3592,Long,46,C7,International,member,PANASONIC,spoke departure
52,EWX,MAX,I6XXWT,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,premier silver,Gen X,B767-400,Mainline,76S,UA,3607,Long,C102,71,International,member,PANASONIC,hub departure
51,MAX,EWX,LNXX7T,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-74,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,,Gen X,B767-400,Mainline,76S,UA,3607,Long,A6,C121,International,non-member,PANASONIC,spoke departure
51,MAX,EWX,LNXX7T,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-74,Early & Ontime,Economy,Economy Plus,Atlantic,1,90+,,Gen X,B767-400,Mainline,76S,UA,3607,Long,A6,C121,International,non-member,PANASONIC,spoke departure
56,CDX,EWX,F5XXMF,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-35,Early & Ontime,Economy,Economy Plus,Atlantic,2,90+,,Silent,B767-400,Mainline,76S,UA,3649,Long,A8,B54,International,non-member,PANASONIC,spoke departure
58,EWX,CDX,D4XXHW,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,103,Delayed,Economy,Economy,Atlantic,2,90+,,Gen X,B777-300,Mainline,77X,UA,3649,Long,C123,A8,International,non-member,PANASONIC,hub departure
57,CDX,EWX,LRXXGX,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,30,Delayed,Business,,Atlantic,1,80+,premier platinum,Millennial,B777-300,Mainline,77X,UA,3649,Long,A8,C136,International,member,PANASONIC,spoke departure
57,CDX,EWX,LRXXGX,9/2/2022,What item did you choose?,beef entrée,,food & beverage,comp,30,Delayed,Business,,Atlantic,1,80+,premier platinum,Millennial,B777-300,Mainline,77X,UA,3649,Long,A8,C136,International,member,PANASONIC,spoke departure
58,EWX,CDX,GKXXEE,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,103,Delayed,Business,,Atlantic,2,90+,premier 1k,Gen X,B777-300,Mainline,77X,UA,3649,Long,C123,A8,International,member,PANASONIC,hub departure
58,EWX,CDX,IRXXRB,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,103,Delayed,Economy,Economy,Atlantic,2,90+,non-elite,Millennial,B777-300,Mainline,77X,UA,3649,Long,C123,A8,International,member,PANASONIC,hub departure
58,EWX,CDX,IRXXRB,9/2/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,103,Delayed,Economy,Economy,Atlantic,2,90+,non-elite,Millennial,B777-300,Mainline,77X,UA,3649,Long,C123,A8,International,member,PANASONIC,hub departure
56,CDX,EWX,F5XXMF,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-35,Early & Ontime,Economy,Economy Plus,Atlantic,2,90+,,Silent,B767-400,Mainline,76S,UA,3649,Long,A8,B54,International,non-member,PANASONIC,spoke departure
58,EWX,CDX,F7XXK7,9/2/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,103,Delayed,Business,,Atlantic,2,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,3649,Long,C123,A8,International,member,PANASONIC,hub departure
57,CDX,EWX,J8XXCF,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,30,Delayed,Economy,Economy,Atlantic,1,80+,non-elite,Millennial,B777-300,Mainline,77X,UA,3649,Long,A8,C136,International,member,PANASONIC,spoke departure
58,EWX,CDX,GKXXEE,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,103,Delayed,Business,,Atlantic,2,90+,premier 1k,Gen X,B777-300,Mainline,77X,UA,3649,Long,C123,A8,International,member,PANASONIC,hub departure
58,EWX,CDX,F7XXK7,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,103,Delayed,Business,,Atlantic,2,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,3649,Long,C123,A8,International,member,PANASONIC,hub departure
71,EWX,AMX,G9XXF6,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,4,Delayed,Economy,Economy,Atlantic,2,70+,,Boomer,B777-300,Mainline,77X,UA,3657,Long,C110,G9,International,non-member,PANASONIC,hub departure
71,EWX,AMX,DFXXQS,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,4,Delayed,Business,,Atlantic,2,70+,premier 1k,Boomer,B777-300,Mainline,77X,UA,3657,Long,C110,G9,International,member,PANASONIC,hub departure
71,EWX,AMX,DFXXQS,9/2/2022,What item did you choose?,seafood entrée,,food & beverage,comp,4,Delayed,Business,,Atlantic,2,70+,premier 1k,Boomer,B777-300,Mainline,77X,UA,3657,Long,C110,G9,International,member,PANASONIC,hub departure
982,DUX,ORX,JHXX4Q,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,28,Delayed,Economy,Economy,Atlantic,1,90+,,Boomer,B757-200,Mainline,75B,UA,3674,Long,USPC,B7,International,non-member,PANASONIC,spoke departure
982,DUX,ORX,HEXXF6,9/2/2022,What item did you choose?,other (specify),,food & beverage,comp,28,Delayed,Business,,Atlantic,1,90+,premier platinum,Gen X,B757-200,Mainline,75B,UA,3674,Long,USPC,B7,International,member,PANASONIC,spoke departure
982,DUX,ORX,HEXXF6,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,28,Delayed,Business,,Atlantic,1,90+,premier platinum,Gen X,B757-200,Mainline,75B,UA,3674,Long,USPC,B7,International,member,PANASONIC,spoke departure
981,ORX,DUX,NHXXBK,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,-21,Early & Ontime,Economy,Economy,Atlantic,2,90+,non-elite,Boomer,B757-200,Mainline,75S,UA,3674,Long,C11,HOLD,International,member,PANASONIC,hub departure
981,ORX,DUX,CTXXGS,9/2/2022,What item did you choose?,other (specify),,food & beverage,comp,-21,Early & Ontime,Economy,Economy,Atlantic,1,90+,premier silver,Millennial,B757-200,Mainline,75S,UA,3674,Long,C11,HOLD,International,member,PANASONIC,hub departure
981,ORX,DUX,NHXXBK,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-21,Early & Ontime,Economy,Economy,Atlantic,2,90+,non-elite,Boomer,B757-200,Mainline,75S,UA,3674,Long,C11,HOLD,International,member,PANASONIC,hub departure
981,ORX,DUX,CTXXGS,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,-21,Early & Ontime,Economy,Economy,Atlantic,1,90+,premier silver,Millennial,B757-200,Mainline,75S,UA,3674,Long,C11,HOLD,International,member,PANASONIC,hub departure
982,DUX,ORX,BYXXVT,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,28,Delayed,Economy,Economy Plus,Atlantic,1,90+,,Boomer,B757-200,Mainline,75B,UA,3674,Long,USPC,B7,International,non-member,PANASONIC,spoke departure
982,DUX,ORX,BYXXVT,9/2/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,28,Delayed,Economy,Economy Plus,Atlantic,1,90+,,Boomer,B757-200,Mainline,75B,UA,3674,Long,USPC,B7,International,non-member,PANASONIC,spoke departure
920,LHX,IAX,DDXXK3,9/2/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,-5,Early & Ontime,Business,,Atlantic,1,70+,premier silver,Boomer,B777-200,Mainline,77E,UA,3677,Long,231,C4,International,member,PANASONIC,spoke departure
925,IAX,LHX,MWXX2Y,9/2/2022,What item did you choose?,beef entrée,,food & beverage,comp,9,Delayed,Business,,Atlantic,1,90+,non-elite,Gen X,B767-300,Mainline,76L,UA,3677,Long,C7,213,International,member,PANASONIC,hub departure
925,IAX,LHX,MWXX2Y,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,4,Satisfied,food & beverage,food and beverage satisfaction,9,Delayed,Business,,Atlantic,1,90+,non-elite,Gen X,B767-300,Mainline,76L,UA,3677,Long,C7,213,International,member,PANASONIC,hub departure
919,IAX,LHX,CHXXLV,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,1,Dissatisfied,food & beverage,food and beverage satisfaction,107,Delayed,Business,,Atlantic,1,90+,premier gold,Boomer,B777-200,Mainline,77E,UA,3677,Long,C1,233,International,member,PANASONIC,hub departure
920,LHX,IAX,NKXX15,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,-5,Early & Ontime,Economy,Economy Plus,Atlantic,1,70+,premier gold,Boomer,B777-200,Mainline,77E,UA,3677,Long,231,C4,International,member,PANASONIC,spoke departure
920,LHX,IAX,NKXX15,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Economy,Economy Plus,Atlantic,1,70+,premier gold,Boomer,B777-200,Mainline,77E,UA,3677,Long,231,C4,International,member,PANASONIC,spoke departure
919,IAX,LHX,LJXXE5,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,107,Delayed,Economy,Economy,Atlantic,1,90+,,Gen X,B777-200,Mainline,77E,UA,3677,Long,C1,233,International,non-member,PANASONIC,hub departure
920,LHX,IAX,DDXXK3,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Business,,Atlantic,1,70+,premier silver,Boomer,B777-200,Mainline,77E,UA,3677,Long,231,C4,International,member,PANASONIC,spoke departure
919,IAX,LHX,F2XXTV,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,2,Dissatisfied,food & beverage,food and beverage satisfaction,107,Delayed,Business,,Atlantic,1,90+,non-elite,Boomer,B777-200,Mainline,77E,UA,3677,Long,C1,233,International,member,PANASONIC,hub departure
919,IAX,LHX,LJXXE5,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,107,Delayed,Economy,Economy,Atlantic,1,90+,,Gen X,B777-200,Mainline,77E,UA,3677,Long,C1,233,International,non-member,PANASONIC,hub departure
919,IAX,LHX,B8XXSG,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,3,Dissatisfied,food & beverage,food and beverage satisfaction,107,Delayed,Economy,Economy,Atlantic,2,90+,,Gen X,B777-200,Mainline,77E,UA,3677,Long,C1,233,International,non-member,PANASONIC,hub departure
920,LHX,IAX,DJXXP1,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Economy,Economy,Atlantic,2,70+,,Boomer,B777-200,Mainline,77E,UA,3677,Long,231,C4,International,non-member,PANASONIC,spoke departure
920,LHX,IAX,CQXXLD,9/2/2022,How satisfied were you with the food & beverage served on your flight from [CITY] to [CITY]?,5,Satisfied,food & beverage,food and beverage satisfaction,-5,Early & Ontime,Business,,Atlantic,2,70+,premier 1k,Boomer,B777-200,Mainline,77E,UA,3677,Long,231,C4,International,member,PANASONIC,spoke departure
920,LHX,IAX,DJXXP1,9/2/2022,What item did you choose?,vegetarian entrée,,food & beverage,comp,-5,Early & Ontime,Economy,Economy,Atlantic,2,70+,,Boomer,B777-200,Mainline,77E,UA,3677,Long,231,C4,International,non-member,PANASONIC,spoke departure
919,IAX,LHX,B8XXSG,9/2/2022,What item did you choose?,chicken entrée,,food & beverage,comp,107,Delayed,Economy,Economy,Atlantic,2,90+,,Gen X,B777-200,Mainline,77E,UA,3677,Long,C1,233,International,non-member,PANASONIC,hub departure
